merchant,category,amount,street,city,state,zip,latitude,longitude,city_population,job,unix_time,merchant_latitude,merchant_longitude,is_fraud,transaction_date,transaction_time
fraud_Pacocha-O'Reilly,grocery_pos,92.56,4038 Smith Avenue,Jones,AL,36749,32.5104,-86.8138,1089,Materials engineer,1325381826,33.347838,-86.819795,0,1/1/2019,1:37:06
fraud_DuBuque LLC,grocery_pos,113.19,566 Megan Well,Brownville,NY,13615,44.0577,-76.0196,1271,"Producer, radio",1325381840,44.465636,-75.525258,0,1/1/2019,1:37:20
fraud_Powlowski-Weimann,food_dining,187.27,793 Hooper Tunnel Suite 154,Burke,VA,22015,38.7894,-77.2818,43102,Health visitor,1325381911,38.301944,-76.507232,0,1/1/2019,1:38:31
"fraud_Langosh, Wintheiser and Hyatt",food_dining,68.24,838 Dan Haven Suite 003,Webster City,IA,50595,42.4657,-93.8262,9165,Medical secretary,1325381944,42.699989,-93.883915,0,1/1/2019,1:39:04
"fraud_Baumbach, Hodkiewicz and Walsh",shopping_pos,636.41,25955 Amy Via,Ozawkie,KS,66070,39.2136,-95.4404,2661,Theatre director,1325382082,39.936995,-94.604311,0,1/1/2019,1:41:22
fraud_Rempel Inc,shopping_net,500.92,374 Christopher Ramp Suite 855,Blackville,SC,29817,33.3645,-81.2718,4913,Technical brewer,1325382084,34.3281,-81.727628,0,1/1/2019,1:41:24
fraud_Pacocha-Bauch,shopping_pos,2.1,5916 Susan Bridge Apt. 939,Grenada,CA,96038,41.6125,-122.5258,589,Systems analyst,1325382099,41.096733,-122.623454,0,1/1/2019,1:41:39
fraud_Bins-Rice,gas_transport,69.54,2674 Bentley Radial,Damascus,VA,24236,36.6403,-81.7776,3085,Land/geomatics surveyor,1325382165,35.906566,-82.096532,0,1/1/2019,1:42:45
fraud_Emard Inc,gas_transport,84.23,889 Sarah Station Suite 624,Holcomb,KS,67851,37.9931,-100.9893,2691,Arboriculturist,1325382183,37.814677,-101.502441,0,1/1/2019,1:43:03
fraud_Kutch and Sons,grocery_pos,117.77,62631 Ashley Ramp Apt. 965,Sea Island,GA,31561,31.1989,-81.3322,298,"Engineer, structural",1325382239,31.167024,-80.801294,0,1/1/2019,1:43:59
fraud_Fisher Inc,shopping_net,5.61,682 Mills Way Apt. 814,Rule,TX,79548,33.0771,-99.959,932,"Physicist, medical",1325382292,32.715671,-100.074321,0,1/1/2019,1:44:52
"fraud_Olson, Becker and Koch",gas_transport,71.74,901 Ariel Points,Jefferson,NY,12093,42.4999,-74.6117,1666,Diagnostic radiographer,1325382292,43.392165,-75.505542,0,1/1/2019,1:44:52
fraud_Friesen-D'Amore,gas_transport,75.76,663 Ramirez Trace Apt. 951,Huntsville,AL,35811,34.7789,-86.5438,190178,Television production assistant,1325382321,33.816815,-86.429446,0,1/1/2019,1:45:21
"fraud_Reilly, Heaney and Cole",gas_transport,83.1,1652 James Mews,Hinckley,OH,44233,41.2419,-81.7453,7646,Medical sales representative,1325382368,42.206551,-81.591845,0,1/1/2019,1:46:08
fraud_Boyer PLC,misc_pos,32.82,8415 Vaughn Squares Apt. 788,Acworth,NH,3601,43.196,-72.3001,477,Naval architect,1325382400,42.348367,-72.689467,0,1/1/2019,1:46:40
fraud_Cummings LLC,gas_transport,57.5,77944 Daniels Valley Suite 921,Camden,NY,13316,43.3392,-75.7543,6460,Building control surveyor,1325382420,42.740793,-74.959902,0,1/1/2019,1:47:00
"fraud_Adams, Kovacek and Kuhlman",grocery_net,53.87,302 Christina Islands,Smiths Grove,KY,42171,37.0581,-86.1938,6841,"Therapist, sports",1325382429,36.784818,-86.369122,0,1/1/2019,1:47:09
fraud_Luettgen PLC,gas_transport,47.1,20937 Reed Lakes Apt. 271,Washington,DC,20012,38.9757,-77.0282,601723,"Optician, dispensing",1325382546,38.863724,-77.122748,0,1/1/2019,1:49:06
fraud_Boyer PLC,misc_pos,184.83,889 Sarah Station Suite 624,Holcomb,KS,67851,37.9931,-100.9893,2691,Arboriculturist,1325382575,37.392254,-101.332313,0,1/1/2019,1:49:35
fraud_Cassin-Harvey,grocery_net,56.35,899 Michele View Suite 960,Philadelphia,PA,19149,40.0369,-75.0664,1526206,Structural engineer,1325382577,39.220115,-74.711564,0,1/1/2019,1:49:37
fraud_Funk Group,grocery_net,55.81,4720 Anna Ways,Murrayville,IL,62668,39.5723,-90.2379,1512,Commercial/residential surveyor,1325382626,39.575819,-90.149623,0,1/1/2019,1:50:26
"fraud_Reilly, Heaney and Cole",gas_transport,67.91,34180 Lopez Plaza,Fields Landing,CA,95537,40.7268,-124.2174,276,"Scientist, audiological",1325382631,41.137569,-123.63216,0,1/1/2019,1:50:31
fraud_Luettgen PLC,gas_transport,75.82,7428 Martinez Flats,Melbourne,FL,32935,28.1384,-80.6524,139650,Database administrator,1325382820,28.802621,-80.313624,0,1/1/2019,1:53:40
fraud_Goodwin-Nitzsche,grocery_pos,123.14,8925 Nicholas Points,Egan,LA,70531,30.251,-92.5002,1261,Broadcast presenter,1325382886,31.021036,-92.90296,0,1/1/2019,1:54:46
fraud_Pacocha-Bauch,shopping_pos,8.34,3703 Benson Wells,Palmyra,NY,14522,43.0622,-77.2218,9565,Exhibition designer,1325383009,42.624988,-76.508987,0,1/1/2019,1:56:49
"fraud_Parisian, Schiller and Altenwerth",misc_net,14.03,6574 William Hill Apt. 375,Jermyn,PA,18433,41.5744,-75.5881,6508,Training and development officer,1325383011,40.868184,-76.283066,0,1/1/2019,1:56:51
fraud_Metz-Boehm,shopping_pos,1.46,079 Chelsea Rest,Belfast,NY,14711,42.32,-78.0943,1766,Mechanical engineer,1325383100,42.817788,-77.470532,0,1/1/2019,1:58:20
"fraud_Monahan, Bogisich and Ledner",misc_pos,10.26,576 House Crossroad,West Sayville,NY,11796,40.732,-73.1,4056,Film/video editor,1325383163,40.711398,-73.523504,0,1/1/2019,1:59:23
fraud_Koelpin and Sons,misc_net,3.67,67089 Caitlin Meadow Apt. 905,Sturgis,MS,39769,33.357,-89.0473,1923,Medical physicist,1325383205,33.663412,-89.613292,0,1/1/2019,2:00:05
fraud_Kuhic LLC,shopping_net,8.95,9379 Vanessa Run Apt. 400,Lohrville,IA,51453,42.2619,-94.5566,695,Administrator,1325383211,42.658626,-94.486224,0,1/1/2019,2:00:11
fraud_Koepp-Parker,grocery_pos,51.6,1499 Michael Rue,Arlington,VA,22213,38.8954,-77.1633,207410,Mudlogger,1325383243,38.197108,-77.644807,0,1/1/2019,2:00:43
fraud_DuBuque LLC,grocery_pos,204.72,598 Martin Pine Suite 365,Saint Paul,MN,55128,44.9913,-92.9487,753116,Fisheries officer,1325383267,44.156171,-92.805728,0,1/1/2019,2:01:07
"fraud_Stehr, Jewess and Schimmel",misc_net,4.47,380 Martin Mission,Girard,GA,30426,33.0437,-81.7106,1100,"Conservator, museum/gallery",1325383296,32.826449,-82.000131,0,1/1/2019,2:01:36
"fraud_Quitzon, Green and Bashirian",shopping_pos,4.08,3539 Mckenzie Stream,Fairview,NJ,7022,40.817,-74,13835,"Programmer, multimedia",1325383311,40.148746,-74.840312,0,1/1/2019,2:01:51
"fraud_Nicolas, Hills and McGlynn",entertainment,145.75,841 Cheryl Centers Suite 115,Farmington,NY,14425,42.958,-77.3083,10717,Cytogeneticist,1325383324,42.446162,-78.048599,0,1/1/2019,2:02:04
fraud_Rodriguez Group,gas_transport,56.34,686 Linda Rest,Kilgore,TX,75662,32.3836,-94.8653,24536,Multimedia programmer,1325383343,32.044628,-94.761666,0,1/1/2019,2:02:23
fraud_Leannon-Ward,food_dining,31.8,7955 Allen Orchard Apt. 336,Springfield,GA,31329,32.3697,-81.3618,9034,"Therapist, occupational",1325383373,31.648009,-80.602973,0,1/1/2019,2:02:53
fraud_Friesen-Stamm,gas_transport,63.39,7233 John Parks,Lepanto,AR,72354,35.6069,-90.3359,2470,Counselling psychologist,1325383428,34.798873,-89.494405,0,1/1/2019,2:03:48
fraud_Botsford Ltd,shopping_pos,8.29,6638 Lucero Mill Suite 952,Karnack,TX,75661,32.6205,-94.2,2807,Chiropodist,1325383481,33.193514,-93.437407,0,1/1/2019,2:04:41
fraud_Bradtke PLC,grocery_pos,78.13,0207 Griffith Plains Apt. 544,Louisiana,MO,63353,39.4336,-91.0664,4593,"Teacher, early years/pre",1325383616,40.247129,-91.699005,0,1/1/2019,2:06:56
"fraud_Zieme, Bode and Dooley",gas_transport,52.67,2819 Luke Greens Suite 563,Kansas City,MO,64114,38.9621,-94.5959,545147,Counsellor,1325383693,39.662816,-93.712244,0,1/1/2019,2:08:13
fraud_Hills-Witting,shopping_net,2.11,7020 Doyle Stream Apt. 951,Mesa,ID,83643,44.6255,-116.4493,129,Cartographer,1325383728,44.710102,-117.229968,0,1/1/2019,2:08:48
fraud_Brown-Greenholt,entertainment,5.27,13776 Hicks Plains,Pomona,NY,10970,41.1901,-74.0436,9993,Pensions consultant,1325383812,41.788775,-74.471154,0,1/1/2019,2:10:12
"fraud_Bernhard, Grant and Langworth",shopping_pos,1.42,1893 Katie Tunnel,Westerville,NE,68881,41.4193,-99.3844,73,Product designer,1325383927,40.790587,-99.011834,0,1/1/2019,2:12:07
fraud_Lockman Ltd,grocery_pos,104.08,529 Joshua Knoll Apt. 511,Lonetree,WY,82936,41.0552,-110.1603,49,Research scientist (physical sciences),1325383968,41.677942,-110.829354,0,1/1/2019,2:12:48
fraud_Metz-Boehm,shopping_pos,9.63,49120 Regina Island Apt. 170,Port Saint Lucie,FL,34953,27.2625,-80.3793,181438,Primary school teacher,1325383972,26.456712,-79.744921,0,1/1/2019,2:12:52
fraud_Harber Inc,gas_transport,39.98,7618 Gonzales Mission,Centerview,MO,64019,38.7897,-93.8702,2368,Electronics engineer,1325383996,38.995701,-93.569356,0,1/1/2019,2:13:16
fraud_Bauch-Raynor,grocery_pos,192.82,20581 Pena Walks,Colorado Springs,CO,80951,38.8881,-104.6556,525713,Museum/gallery exhibitions officer,1325384043,39.299824,-103.854765,0,1/1/2019,2:14:03
"fraud_Wiza, Schaden and Stark",misc_pos,34.76,240 Tracy Forges,Easton,KS,66020,39.3391,-95.0999,1442,Air broker,1325384081,38.78936,-95.405907,0,1/1/2019,2:14:41
fraud_Buckridge PLC,misc_pos,9.5,5745 Blair Locks,West Columbia,SC,29170,33.9568,-81.1405,52126,Chemical engineer,1325384207,34.099428,-81.916669,0,1/1/2019,2:16:47
fraud_Lockman Ltd,grocery_pos,182.1,6412 Elizabeth Gardens Suite 633,Maysville,KY,41056,38.6207,-83.8067,14228,Advertising account executive,1325384207,39.499829,-83.26249,0,1/1/2019,2:16:47
fraud_Kilback LLC,grocery_pos,78.43,519 Jerry Views,Avoca,IA,51521,41.4768,-95.3509,2036,Engineering geologist,1325384266,42.465418,-95.211895,0,1/1/2019,2:17:46
fraud_Spinka Inc,grocery_net,76.37,821 Solis Points,Muskegon,MI,49440,43.2326,-86.2492,128715,Historic buildings inspector/conservation officer,1325384432,44.036016,-86.754147,0,1/1/2019,2:20:32
"fraud_Kerluke, Kertzmann and Wiza",misc_net,6.37,17547 Stephen Turnpike Apt. 846,Hawthorne,CA,90250,33.9143,-118.3493,93193,"Editor, magazine features",1325384448,34.108257,-117.549012,0,1/1/2019,2:20:48
"fraud_Ferry, Reichel and DuBuque",grocery_net,28.37,857 Aaron Circles Suite 398,Johns Island,SC,29455,32.8357,-79.8217,20478,Materials engineer,1325384456,33.791152,-80.788125,0,1/1/2019,2:20:56
fraud_Price Inc,shopping_net,5.82,27823 Andrew Underpass Suite 948,Metairie,LA,70003,29.9975,-90.2146,137067,Advertising account planner,1325384464,29.471413,-91.074361,0,1/1/2019,2:21:04
"fraud_Johnston, Nikolaus and Maggio",grocery_net,41.01,8011 Chapman Tunnel Apt. 568,Blairsden-Graeagle,CA,96103,39.8127,-120.6405,1725,Chartered legal executive (England and Wales),1325384503,39.949197,-119.792299,0,1/1/2019,2:21:43
fraud_Harber Inc,gas_transport,70.56,257 Victor Stravenue,Hampton,VA,23666,37.0462,-76.4096,136895,Accounting technician,1325384551,37.005252,-76.395765,0,1/1/2019,2:22:31
fraud_Berge LLC,gas_transport,57.64,69608 Perez Mountain Apt. 006,Viola,AR,72583,36.3924,-91.9932,1679,Psychiatric nurse,1325384566,36.502461,-92.210445,0,1/1/2019,2:22:46
fraud_Conroy-Cruickshank,gas_transport,119.47,9134 Darryl Flat Suite 916,Paulding,OH,45879,41.141,-84.5722,6284,Secondary school teacher,1325384574,41.746779,-84.601964,0,1/1/2019,2:22:54
fraud_Rau and Sons,grocery_pos,117.29,26975 Richardson Mills Apt. 402,Sontag,MS,39665,31.6453,-90.1801,1196,"Librarian, academic",1325384617,32.035674,-89.835532,0,1/1/2019,2:23:37
fraud_Abshire PLC,entertainment,65.05,13613 Hammond Ferry,Clutier,IA,52217,42.0789,-92.3763,590,"Embryologist, clinical",1325384621,41.388862,-91.844621,0,1/1/2019,2:23:41
fraud_Huels-Hahn,gas_transport,61.99,03512 Jackson Ports,Reno,NV,89512,39.5483,-119.7957,276896,Immunologist,1325384774,38.573952,-120.084189,0,1/1/2019,2:26:14
fraud_Torp-Labadie,gas_transport,49.53,7483 Navarro Flats,Freedom,WY,83120,43.0172,-111.0292,471,"Education officer, museum",1325384776,43.038723,-111.821595,0,1/1/2019,2:26:16
fraud_Funk Group,grocery_net,54.47,4005 Dana Glens,Methuen,MA,1844,42.728,-71.181,47249,Market researcher,1325384878,42.114749,-70.460861,0,1/1/2019,2:27:58
fraud_Gleason-Macejkovic,shopping_net,6.05,5204 Robinson Plaza Suite 897,Barnstable,MA,2630,41.6983,-70.3001,1850,Counselling psychologist,1325384904,41.767862,-69.37527,0,1/1/2019,2:28:24
fraud_Doyle Ltd,grocery_pos,157.07,5278 Sarah Station Apt. 009,Cardwell,MO,63829,36.0434,-90.2907,1120,Television floor manager,1325384931,35.632995,-89.589641,0,1/1/2019,2:28:51
"fraud_Schaefer, Maggio and Daugherty",gas_transport,59.19,6114 Adams Harbor Suite 096,Kingsford Heights,IN,46346,41.4802,-86.6919,1423,"Psychologist, forensic",1325384965,41.537215,-86.095249,0,1/1/2019,2:29:25
fraud_McDermott-Rice,misc_pos,13.67,2819 Luke Greens Suite 563,Kansas City,MO,64114,38.9621,-94.5959,545147,Counsellor,1325385066,38.058492,-94.687196,0,1/1/2019,2:31:06
fraud_Spinka Inc,grocery_net,57.57,72269 Elizabeth Field Apt. 132,Phoenix,AZ,85020,33.5623,-112.0559,1312922,Contractor,1325385146,32.635757,-112.195886,0,1/1/2019,2:32:26
fraud_McGlynn-Jaskolski,misc_pos,99.08,47029 Jimmy Tunnel Apt. 106,Newhall,CA,91321,34.3795,-118.523,34882,Health physicist,1325385186,34.370236,-118.195791,0,1/1/2019,2:33:06
fraud_Bartoletti-Wunsch,gas_transport,72.67,994 Livingston Extensions Suite 918,Norwalk,OH,44857,41.2403,-82.6078,23805,Copy,1325385225,41.854275,-83.229002,0,1/1/2019,2:33:45
fraud_Padberg-Welch,grocery_pos,103.77,408 Bradley Rest,Doe Hill,VA,24433,38.4207,-79.4629,99,Dance movement psychotherapist,1325385272,38.042866,-78.649562,0,1/1/2019,2:34:32
fraud_Cole PLC,grocery_pos,123.35,920 Patrick Light,Mc Nabb,IL,61335,41.173,-89.2187,532,Audiological scientist,1325385294,40.513402,-89.784304,0,1/1/2019,2:34:54
"fraud_Lehner, Reichert and Mills",misc_pos,2.07,5449 Brandi Heights Apt. 111,Tulsa,OK,74130,36.2395,-95.9596,413574,Bookseller,1325385345,35.891929,-96.473787,0,1/1/2019,2:35:45
fraud_Keeling-Crist,misc_pos,7.16,526 Stacy Walks,Barnard,SD,57426,45.7205,-98.5534,63,Systems developer,1325385375,46.584094,-97.827871,0,1/1/2019,2:36:15
fraud_Ledner-Pfannerstill,gas_transport,74.6,5939 Garcia Forges Suite 297,San Antonio,TX,78214,29.3641,-98.4924,1595797,Land,1325385390,28.654435,-97.738555,0,1/1/2019,2:36:30
fraud_McCullough LLC,misc_pos,39.92,713 Scott Pike Apt. 712,Bridger,MT,59014,45.2857,-108.9082,1446,Chartered loss adjuster,1325385408,45.384511,-109.508037,0,1/1/2019,2:36:48
fraud_Schmitt Ltd,misc_net,29.19,84079 Thomas Burgs,Tomales,CA,94971,38.2427,-122.9145,337,Occupational psychologist,1325385446,38.882246,-122.050228,0,1/1/2019,2:37:26
"fraud_Schaefer, Maggio and Daugherty",gas_transport,56.76,956 Sanchez Highway,Mallie,KY,41836,37.2692,-82.9161,798,Facilities manager,1325385508,36.624336,-83.415352,0,1/1/2019,2:38:28
fraud_Pouros-Haag,shopping_pos,7.6,27386 Snyder Station,Oxford,MI,48371,42.8223,-83.2829,24840,Agricultural consultant,1325385511,43.792501,-82.722889,0,1/1/2019,2:38:31
fraud_Strosin-Cruickshank,grocery_pos,128.24,9795 Lori Island Suite 346,Turner,MT,59542,48.8328,-108.3961,192,Further education lecturer,1325385529,49.17672,-108.757243,0,1/1/2019,2:38:49
"fraud_Weimann, Kuhic and Beahan",shopping_pos,19.73,1497 West Gateway,Eureka,IL,61530,40.7152,-89.2706,6713,Archivist,1325385685,41.111748,-88.524023,0,1/1/2019,2:41:25
fraud_Rutherford-Mertz,grocery_pos,88.67,3160 Tina Estates Suite 234,Marietta,SC,29661,35.0296,-82.5136,5648,Museum/gallery exhibitions officer,1325385715,34.276436,-83.063945,0,1/1/2019,2:41:55
fraud_Donnelly PLC,misc_net,185.04,1898 Parker Fork Apt. 057,Redford,MO,63665,37.3272,-91.0243,241,Investment analyst,1325385732,36.518512,-91.363405,0,1/1/2019,2:42:12
"fraud_Kutch, Hermiston and Farrell",gas_transport,48.66,782 Lee Crossing Apt. 209,Weeping Water,NE,68463,40.8731,-96.1528,1517,Dealer,1325385745,41.066297,-95.412102,0,1/1/2019,2:42:25
fraud_Rodriguez Group,gas_transport,47.01,6611 Parrish Garden Apt. 428,Waynesfield,OH,45896,40.6072,-83.9585,2089,Building control surveyor,1325385793,39.782182,-83.070633,0,1/1/2019,2:43:13
"fraud_Lockman, West and Runte",grocery_pos,79.96,793 Hooper Tunnel Suite 154,Burke,VA,22015,38.7894,-77.2818,43102,Health visitor,1325385830,38.293496,-77.544774,0,1/1/2019,2:43:50
fraud_Torp-Lemke,misc_pos,3.32,0701 John Ranch,Portland,OR,97210,45.5303,-122.7033,841711,"Engineer, building services",1325385977,44.727585,-123.282623,0,1/1/2019,2:46:17
fraud_Bins-Rice,gas_transport,67,956 Sanchez Highway,Mallie,KY,41836,37.2692,-82.9161,798,Facilities manager,1325386069,37.821068,-82.027048,0,1/1/2019,2:47:49
fraud_Schmeler Inc,misc_pos,1.67,166 Lisa Fords,Greenwood,IN,46143,39.596,-86.1309,78968,Financial adviser,1325386077,39.332626,-85.348522,0,1/1/2019,2:47:57
fraud_Kris-Weimann,misc_net,150.61,321 Camacho Causeway,Boonton,NJ,7005,40.9115,-74.414,15269,"Psychologist, sport and exercise",1325386122,39.913117,-73.587618,0,1/1/2019,2:48:42
"fraud_Rodriguez, Yost and Jenkins",misc_net,4.73,319 Wendy Fort Suite 179,Murfreesboro,TN,37132,35.8596,-86.421,158701,"Journalist, newspaper",1325386195,35.740311,-85.744277,0,1/1/2019,2:49:55
fraud_Deckow-O'Conner,grocery_pos,60.71,615 Clarke Spring Apt. 172,Warren,MI,48088,42.5164,-82.9832,134056,"Doctor, hospital",1325386200,42.338025,-82.279667,0,1/1/2019,2:50:00
fraud_Wiegand-Lowe,grocery_net,59.84,554 Mcdonald Valley Apt. 539,Meridian,TX,76665,31.929,-97.6443,2526,Phytotherapist,1325386292,32.3623,-97.137624,0,1/1/2019,2:51:32
fraud_Auer-Mosciski,grocery_pos,196.36,83685 Matthew Center Suite 870,Cherokee Village,AR,72529,36.3011,-91.5281,4726,Pharmacologist,1325386294,36.566535,-90.626008,0,1/1/2019,2:51:34
"fraud_Okuneva, Schneider and Rau",shopping_pos,140.12,39218 Baker Shoals,Bristow,IN,47515,38.1981,-86.6821,965,Horticultural therapist,1325386333,39.00874,-85.803715,0,1/1/2019,2:52:13
fraud_Kerluke Inc,misc_net,19.1,1025 Robin Square,Ash Flat,AR,72513,36.2201,-91.6421,2856,Hydrologist,1325386435,35.351381,-91.000865,0,1/1/2019,2:53:55
fraud_Kassulke PLC,shopping_net,1055.47,26678 Lisa Locks Apt. 904,Iliff,CO,80736,40.7692,-103.0968,648,Community arts worker,1325386450,39.940564,-103.528231,0,1/1/2019,2:54:10
fraud_Kerluke Inc,misc_net,193.9,35440 Ryan Islands,North Prairie,WI,53153,42.9385,-88.395,2328,Applications developer,1325386479,43.845724,-87.888665,0,1/1/2019,2:54:39
fraud_Wolf Inc,grocery_pos,140.33,062 Poole Hollow Apt. 815,Deadwood,SD,57732,44.3566,-103.6999,1979,Multimedia programmer,1325386575,44.004126,-104.644098,0,1/1/2019,2:56:15
fraud_Dach-Nader,misc_net,16.65,194 Goodman Fall Apt. 569,Burlington,WA,98233,48.4786,-122.3345,14871,Public house manager,1325386588,49.073601,-122.924793,0,1/1/2019,2:56:28
fraud_Hills-Witting,shopping_net,8.7,8580 Moore Cove,Wales,AK,99783,64.7556,-165.6723,145,"Administrator, education",1325386616,65.023497,-166.148374,0,1/1/2019,2:56:56
fraud_Cummings Group,grocery_net,55.25,41851 Victor Drives Suite 219,Allentown,PA,18103,40.5891,-75.4645,166081,"Scientist, research (maths)",1325386729,40.222565,-75.817419,0,1/1/2019,2:58:49
fraud_Bins-Rice,gas_transport,43.83,954 Green Wall,Churubusco,IN,46723,41.229,-85.3244,7692,"Research officer, trade union",1325386731,40.913327,-85.920254,0,1/1/2019,2:58:51
"fraud_Reichert, Shanahan and Hayes",shopping_net,2.74,3304 Hernandez Run,Afton,MI,49705,45.3637,-84.4695,937,Technical brewer,1325386747,44.750465,-84.026088,0,1/1/2019,2:59:07
"fraud_Tromp, Kerluke and Glover",grocery_net,59.67,911 Sabrina Trafficway,Cochranton,PA,16314,41.5205,-80.0573,5507,Retail merchandiser,1325386810,40.891784,-79.319239,0,1/1/2019,3:00:10
"fraud_Bins, Balistreri and Beatty",shopping_pos,3.19,0362 Anderson Wall,Mound City,MO,64470,40.1362,-95.2138,1631,Architect,1325386894,39.299707,-95.975808,0,1/1/2019,3:01:34
"fraud_Ferry, Lynch and Kautzer",misc_net,7.25,8614 Reed Glen,West Harrison,NY,10604,41.0592,-73.7395,11250,Lexicographer,1325386904,41.352385,-73.014093,0,1/1/2019,3:01:44
fraud_Hills-Olson,grocery_net,25.89,6296 John Keys Suite 858,Pembroke Township,IL,60958,41.0646,-87.5917,2135,"Psychotherapist, child",1325387068,40.888445,-87.409615,0,1/1/2019,3:04:28
fraud_Trantow PLC,grocery_net,90.24,82468 Michelle Village Suite 556,Joliet,IL,60432,41.5378,-88.0572,128354,"Teacher, secondary school",1325387216,42.328516,-88.660452,0,1/1/2019,3:06:56
fraud_Miller-Hauck,grocery_pos,202.71,194 Goodman Fall Apt. 569,Burlington,WA,98233,48.4786,-122.3345,14871,Public house manager,1325387241,49.221275,-123.32192,0,1/1/2019,3:07:21
fraud_Mayert Group,shopping_pos,378.58,551 Zachary Freeway,Bailey,NC,27807,35.8072,-78.0892,6629,Call centre manager,1325387246,35.66841,-78.942021,0,1/1/2019,3:07:26
fraud_Spinka Inc,grocery_net,22.08,230 Ryan Tunnel Apt. 025,Fulton,OH,43321,40.4971,-82.8342,267,Facilities manager,1325387378,40.006116,-82.239556,0,1/1/2019,3:09:38
fraud_Kuvalis Ltd,gas_transport,75.73,70147 Amanda Fields,Saint Bonaventure,NY,14778,42.2701,-78.6847,1453,Toxicologist,1325387387,41.856329,-78.148141,0,1/1/2019,3:09:47
fraud_Friesen-D'Amore,gas_transport,77.59,6296 John Keys Suite 858,Pembroke Township,IL,60958,41.0646,-87.5917,2135,"Psychotherapist, child",1325387400,41.81826,-88.129609,0,1/1/2019,3:10:00
